Gene Name,Protein IDs,Tumor_vs_Normal_log2 fold change,Tumor_vs_Normal_p.val,Tumor_vs_Normal_p.adj,significant,Tumor_vs_Normal_significant,imputed,num_NAs
B4GALT3,O60512,-0.0128,0.94,0.957,FALSE,FALSE,TRUE,16
B4GALT4,O60513,0.0671,0.694,0.763,FALSE,FALSE,FALSE,0
B4GALT7,Q9UBV7,0.549,0.00759,0.0193,FALSE,FALSE,TRUE,8
B4GAT1,O43505,0.0669,0.707,0.774,FALSE,FALSE,FALSE,0
B9D1,Q9UPM9,0.458,0.018,0.0399,FALSE,FALSE,FALSE,0
B9D2,Q9BPU9,0.307,0.0272,0.0562,FALSE,FALSE,TRUE,8
BAALC,Q8WXS3,-0.296,0.214,0.305,FALSE,FALSE,TRUE,8
BABAM1,Q9NWV8,0.0377,0.556,0.644,FALSE,FALSE,FALSE,0
BABAM2,Q9NXR7,-0.0149,0.816,0.863,FALSE,FALSE,FALSE,0
BACE2,Q9Y5Z0,0.671,0.0521,0.0957,FALSE,FALSE,TRUE,16
BACH1,O14867,0.569,8.44E-07,8.97E-06,FALSE,FALSE,FALSE,0
BAD,Q92934,-0.444,0.00238,0.00714,FALSE,FALSE,FALSE,0
BAG1,Q99933,-0.452,1.71E-05,0.000108,FALSE,FALSE,FALSE,0
BAG3,O95817,0.24,0.087,0.146,FALSE,FALSE,FALSE,0
BAG4,O95429,-0.0398,0.652,0.728,FALSE,FALSE,FALSE,0
BAG5,Q9UL15,-0.0105,0.888,0.918,FALSE,FALSE,FALSE,0
BAG6,P46379,-0.06,0.342,0.441,FALSE,FALSE,FALSE,0
BAHCC1,Q9P281,0.22,0.317,0.415,FALSE,FALSE,FALSE,0
BAHD1,Q8TBE0,0.0635,0.563,0.65,FALSE,FALSE,TRUE,8
BAIAP2L1,Q9UHR4,-0.0623,0.779,0.834,FALSE,FALSE,FALSE,0
BAK1,Q16611,-0.275,0.0184,0.0406,FALSE,FALSE,FALSE,0
BANF1,O75531,-0.0232,0.847,0.886,FALSE,FALSE,FALSE,0
BANK1,Q8NDB2,0.248,0.425,0.523,FALSE,FALSE,TRUE,8
BANP,Q8N9N5,-0.0109,0.927,0.948,FALSE,FALSE,FALSE,0
BAP1,Q92560,0.259,0.0478,0.0892,FALSE,FALSE,FALSE,0
BAP18,Q8IXM2,0.427,0.000931,0.00322,FALSE,FALSE,FALSE,0
BASP1,P80723,-0.624,0.0884,0.148,FALSE,FALSE,FALSE,0
BAX,Q07812,0.54,4.75E-07,5.60E-06,FALSE,FALSE,FALSE,0
BAZ1B,Q9UIG0,0.318,0.00325,0.00936,FALSE,FALSE,FALSE,0
BAZ2A,Q9UIF9,0.242,0.0149,0.0339,FALSE,FALSE,FALSE,0
BAZ2B,Q9UIF8,-0.419,0.0775,0.133,FALSE,FALSE,TRUE,16
BBIP1,A8MTZ0,-0.284,0.027,0.0557,FALSE,FALSE,FALSE,0
BBS1,Q8NFJ9,-0.211,0.0487,0.0906,FALSE,FALSE,FALSE,0
BBS10,Q8TAM1,-0.454,0.309,0.407,FALSE,FALSE,TRUE,16
BBS12,Q6ZW61,-0.17,0.201,0.29,FALSE,FALSE,TRUE,16
BBS2,Q9BXC9,-0.169,0.149,0.228,FALSE,FALSE,FALSE,0
BBS4,Q96RK4,-0.129,0.319,0.417,FALSE,FALSE,FALSE,0
BBS5,Q8N3I7,-0.271,0.141,0.218,FALSE,FALSE,FALSE,0
BBS7,Q8IWZ6,-0.0414,0.728,0.791,FALSE,FALSE,FALSE,0
BBS9,Q3SYG4,-0.168,0.265,0.361,FALSE,FALSE,FALSE,0
BBX,Q8WY36,-0.187,0.0171,0.0381,FALSE,FALSE,FALSE,0
BCAM,P50895,-0.561,0.000999,0.00341,FALSE,FALSE,FALSE,0
BCAP29,Q9UHQ4,0.608,3.87E-06,3.10E-05,FALSE,FALSE,FALSE,0
BCAP31,P51572,0.184,0.144,0.222,FALSE,FALSE,FALSE,0
BCAR1,P56945,0.0862,0.494,0.589,FALSE,FALSE,FALSE,0
BCAR3,O75815,-0.192,0.0897,0.15,FALSE,FALSE,FALSE,0
BCAS1,O75363,0.209,0.592,0.676,FALSE,FALSE,TRUE,16
BCAS2,O75934,0.0926,0.181,0.267,FALSE,FALSE,FALSE,0
BCAS3,Q9H6U6,-0.0688,0.295,0.392,FALSE,FALSE,FALSE,0
BCAS4,Q8TDM0,0.329,0.262,0.358,FALSE,FALSE,TRUE,8
BCAT2,O15382,-0.417,0.00127,0.00418,FALSE,FALSE,FALSE,0
BCCIP,Q9P287,0.118,0.304,0.402,FALSE,FALSE,FALSE,0
BCHE,P06276,0.185,0.43,0.528,FALSE,FALSE,FALSE,0
BCKDK,O14874,0.423,0.0191,0.0417,FALSE,FALSE,FALSE,0
BCL10,O95999,0.352,0.000246,0.00103,FALSE,FALSE,FALSE,0
BCL11B,Q9C0K0,-0.295,0.386,0.485,FALSE,FALSE,TRUE,8
BCL2,P10415,0.384,0.00169,0.00534,FALSE,FALSE,FALSE,0
BCL2L1,Q07817,-0.183,0.00747,0.019,FALSE,FALSE,FALSE,0
BCL2L11,O43521,0.0668,0.678,0.75,FALSE,FALSE,FALSE,0
BCL2L15,Q5TBC7,-0.0637,0.927,0.948,FALSE,FALSE,TRUE,16
BCL2L2,Q92843,-0.378,0.000702,0.00253,FALSE,FALSE,FALSE,0
BCL3,P20749,0.341,0.0635,0.113,FALSE,FALSE,TRUE,8
BCL6,P41182,0.622,0.541,0.632,FALSE,FALSE,TRUE,16
BCL7A,Q4VC05,-0.648,0.0068,0.0176,FALSE,FALSE,FALSE,0
BCL7B,Q9BQE9,0.0497,0.495,0.59,FALSE,FALSE,FALSE,0
BCL7C,Q8WUZ0,0.166,0.0702,0.123,FALSE,FALSE,FALSE,0
BCL9L,Q86UU0,0.457,0.000462,0.00176,FALSE,FALSE,FALSE,0
BCLAF1,Q9NYF8,0.0837,0.337,0.435,FALSE,FALSE,FALSE,0
BCLAF3,A2AJT9,-0.0682,0.583,0.668,FALSE,FALSE,TRUE,8
BCO1,Q9HAY6,0.173,0.502,0.596,FALSE,FALSE,TRUE,8
BCOR,Q6W2J9,0.384,0.147,0.225,FALSE,FALSE,TRUE,16
BCORL1,Q5H9F3,0.188,0.287,0.384,FALSE,FALSE,TRUE,16
BCR,P11274,-0.563,3.03E-08,6.33E-07,FALSE,FALSE,FALSE,0
BCS1L,Q9Y276,-0.618,6.60E-06,4.83E-05,FALSE,FALSE,FALSE,0
BECN1,Q14457,0.203,0.00911,0.0225,FALSE,FALSE,FALSE,0
BEND3,Q5T5X7,-0.189,0.435,0.533,FALSE,FALSE,TRUE,16
BET1,O15155,0.358,0.0114,0.0272,FALSE,FALSE,FALSE,0
BET1L,Q9NYM9,0.559,0.000124,0.000572,FALSE,FALSE,FALSE,0
BGN,P21810,-0.186,0.532,0.624,FALSE,FALSE,FALSE,0
BHLHE40,O14503,0.411,0.0789,0.135,FALSE,FALSE,TRUE,8
BICC1,Q9H694,0.108,0.498,0.592,FALSE,FALSE,FALSE,0
BICD2,Q8TD16,0.377,8.86E-05,0.00043,FALSE,FALSE,FALSE,0
BICDL1,Q6ZP65,-0.554,0.00161,0.00511,FALSE,FALSE,FALSE,0
BICRA,Q9NZM4,0.233,0.123,0.195,FALSE,FALSE,TRUE,16
BICRAL,Q6AI39,-0.312,0.385,0.483,FALSE,FALSE,TRUE,8
BIN3,Q9NQY0,0.326,0.045,0.0849,FALSE,FALSE,FALSE,0
BIRC2,Q13490,0.304,1.33E-05,8.69E-05,FALSE,FALSE,FALSE,0
BIRC6,Q9NR09,-0.0381,0.506,0.6,FALSE,FALSE,FALSE,0
BLMH,Q13867,0.448,0.000125,0.000577,FALSE,FALSE,FALSE,0
BLNK,Q8WV28,-0.25,0.091,0.152,FALSE,FALSE,FALSE,0
BLOC1S1,P78537,0.229,0.00322,0.0093,FALSE,FALSE,FALSE,0
BLOC1S2,Q6QNY1,0.184,0.0248,0.0521,FALSE,FALSE,FALSE,0
BLOC1S3,Q6QNY0,0.248,0.0058,0.0154,FALSE,FALSE,FALSE,0
BLOC1S4,Q9NUP1,0.258,0.00984,0.024,FALSE,FALSE,FALSE,0
BLOC1S5,Q8TDH9,0.243,0.0244,0.0513,FALSE,FALSE,FALSE,0
BLOC1S6,Q9UL45,0.264,0.0319,0.0639,FALSE,FALSE,FALSE,0
BLVRA,P53004,0.565,8.50E-07,8.98E-06,FALSE,FALSE,FALSE,0
BLVRB,P30043,0.626,0.000601,0.0022,FALSE,FALSE,FALSE,0
BLZF1,Q9H2G9,0.516,0.000209,0.000895,FALSE,FALSE,FALSE,0
BMF,Q96LC9,-0.212,0.26,0.356,FALSE,FALSE,TRUE,8
BMI1,P35226,-0.095,0.255,0.35,FALSE,FALSE,FALSE,0
BMP2K,Q9NSY1,0.412,0.000399,0.00155,FALSE,FALSE,FALSE,0
BMPR2,Q13873,0.0138,0.906,0.932,FALSE,FALSE,TRUE,8
BMS1,Q14692,0.21,0.0162,0.0363,FALSE,FALSE,FALSE,0
BMX,P51813,0.444,0.378,0.478,FALSE,FALSE,TRUE,16
BNIP1,Q12981,0.0569,0.497,0.592,FALSE,FALSE,FALSE,0
BNIP2,Q12982,0.45,0.000274,0.00112,FALSE,FALSE,FALSE,0
BNIP3,Q12983,0.272,0.136,0.211,FALSE,FALSE,FALSE,0
BNIP3L,O60238,0.448,0.0608,0.109,FALSE,FALSE,TRUE,8
BOD1,Q96IK1,0.198,0.0267,0.0553,FALSE,FALSE,FALSE,0
BOD1L1,Q8NFC6,0.195,0.0128,0.0298,FALSE,FALSE,FALSE,0
BOK,Q9UMX3,-0.609,0.000314,0.00126,FALSE,FALSE,FALSE,0
BOLA1,Q9Y3E2,-0.00199,0.984,0.989,FALSE,FALSE,FALSE,0
BOLA2,Q9H3K6,0.372,0.000205,0.00088,FALSE,FALSE,FALSE,0
BOLA3,Q53S33,-0.652,1.87E-05,0.000116,FALSE,FALSE,FALSE,0
BOP1,Q14137,0.439,3.27E-06,2.69E-05,FALSE,FALSE,FALSE,0
BORCS5,Q969J3,0.0342,0.632,0.711,FALSE,FALSE,FALSE,0
BORCS6,Q96GS4,-0.026,0.732,0.794,FALSE,FALSE,FALSE,0
BORCS7,Q96B45,0.0985,0.224,0.316,FALSE,FALSE,FALSE,0
BORCS8,Q96FH0,-0.0498,0.498,0.592,FALSE,FALSE,FALSE,0
BPI,P17213,0.778,0.0511,0.0942,FALSE,FALSE,FALSE,0
BPNT1,O95861,-0.515,0.00011,0.000516,FALSE,FALSE,FALSE,0
BPNT2,Q9NX62,0.257,0.0227,0.0484,FALSE,FALSE,FALSE,0
BPTF,Q12830,0.0891,0.235,0.328,FALSE,FALSE,FALSE,0
BRAF,P15056,0.13,0.15,0.229,FALSE,FALSE,FALSE,0
BRAP,Q7Z569,0.139,0.121,0.192,FALSE,FALSE,FALSE,0
BRAT1,Q6PJG6,0.018,0.809,0.857,FALSE,FALSE,FALSE,0
BRAWNIN,Q69YU5,-0.29,0.0342,0.0677,FALSE,FALSE,FALSE,0
BRCA2,P51587,-0.0516,0.867,0.902,FALSE,FALSE,TRUE,16
BRCC3,P46736,-0.139,0.108,0.175,FALSE,FALSE,FALSE,0
BRD1,O95696,-0.249,0.0607,0.109,FALSE,FALSE,FALSE,0
BRD2,P25440,0.168,0.0305,0.0616,FALSE,FALSE,FALSE,0
BRD3,Q15059,0.0232,0.761,0.819,FALSE,FALSE,FALSE,0
BRD4,O60885,0.156,0.0239,0.0504,FALSE,FALSE,FALSE,0
BRD7,Q9NPI1,0.197,0.0218,0.0468,FALSE,FALSE,FALSE,0
BRD8,Q9H0E9,0.258,0.00104,0.00353,FALSE,FALSE,FALSE,0
BRD9,Q9H8M2,0.242,0.0358,0.0704,FALSE,FALSE,TRUE,8
BRF1,Q92994,0.00866,0.903,0.929,FALSE,FALSE,FALSE,0
BRF2,Q9HAW0,0.00731,0.956,0.969,FALSE,FALSE,FALSE,0
BRI3,O95415,0.0668,0.386,0.485,FALSE,FALSE,FALSE,0
BRI3BP,Q8WY22,0.033,0.841,0.882,FALSE,FALSE,FALSE,0
BRK1,Q8WUW1,0.196,0.026,0.054,FALSE,FALSE,FALSE,0
BRMS1L,Q5PSV4,0.0346,0.643,0.72,FALSE,FALSE,FALSE,0
BROX,Q5VW32,0.249,0.0436,0.083,FALSE,FALSE,FALSE,0
BRPF1,P55201,-0.0783,0.388,0.487,FALSE,FALSE,FALSE,0
BRPF3,Q9ULD4,0.244,0.131,0.205,FALSE,FALSE,TRUE,8
BSCL2,Q96G97,0.392,0.469,0.565,FALSE,FALSE,TRUE,16
BSDC1,Q9NW68,0.281,0.00327,0.0094,FALSE,FALSE,FALSE,0
BSG,P35613,0.344,0.0129,0.0301,FALSE,FALSE,FALSE,0
BST1,Q10588,-0.248,0.231,0.324,FALSE,FALSE,FALSE,0
BTAF1,O14981,0.199,0.00164,0.00519,FALSE,FALSE,FALSE,0
BTBD1,Q9H0C5,0.102,0.467,0.563,FALSE,FALSE,FALSE,0
BTBD10,Q9BSF8,-0.106,0.518,0.611,FALSE,FALSE,TRUE,16
BTBD11,A6QL63,0.193,0.488,0.583,FALSE,FALSE,TRUE,16
BTBD2,Q9BX70,-0.0715,0.554,0.642,FALSE,FALSE,FALSE,0
BTBD3,Q9Y2F9,0.482,0.26,0.356,FALSE,FALSE,TRUE,8
BTBD8,Q5XKL5,-0.207,0.418,0.516,FALSE,FALSE,TRUE,16
BTBD9,Q96Q07,0.161,0.201,0.29,FALSE,FALSE,TRUE,8
BTC,P35070,0.112,0.639,0.718,FALSE,FALSE,TRUE,16
BTD,P43251,-0.575,0.000647,0.00236,FALSE,FALSE,FALSE,0
BTF3,P20290,0.0652,0.395,0.494,FALSE,FALSE,FALSE,0
BTF3L4,Q96K17,0.333,4.98E-05,0.000263,FALSE,FALSE,FALSE,0
BTN2A1,Q7KYR7,0.107,0.351,0.45,FALSE,FALSE,FALSE,0
BTNL9,Q6UXG8,0.272,0.309,0.407,FALSE,FALSE,TRUE,8
BUB1B,O60566,-0.21,0.385,0.484,FALSE,FALSE,TRUE,16
BUB3,O43684,0.142,0.0353,0.0696,FALSE,FALSE,FALSE,0
BUD13,Q9BRD0,0.295,0.00355,0.0101,FALSE,FALSE,FALSE,0
BUD23,O43709,0.238,0.0265,0.055,FALSE,FALSE,FALSE,0
BUD31,P41223,0.0442,0.711,0.777,FALSE,FALSE,FALSE,0
BYSL,Q13895,0.573,2.54E-05,0.000151,FALSE,FALSE,FALSE,0
BZW1,Q7L1Q6,0.243,0.000391,0.00152,FALSE,FALSE,FALSE,0
BZW2,Q9Y6E2,0.4,0.000653,0.00238,FALSE,FALSE,FALSE,0
C11orf68,Q9H3H3,0.245,0.00995,0.0242,FALSE,FALSE,FALSE,0
C11orf95,C9JLR9,-0.48,0.0223,0.0476,FALSE,FALSE,FALSE,0
C11orf96,Q7Z7L8,0.0427,0.815,0.862,FALSE,FALSE,FALSE,0
C11orf98,E9PRG8,0.658,3.69E-05,0.000205,FALSE,FALSE,FALSE,0
C12orf29,Q8N999,0.148,0.275,0.371,FALSE,FALSE,FALSE,0
C12orf4,Q9NQ89,-0.279,0.00267,0.00789,FALSE,FALSE,FALSE,0
C12orf45,Q8N5I9,0.515,0.000842,0.00296,FALSE,FALSE,FALSE,0
C12orf57,Q99622,0.291,0.00422,0.0117,FALSE,FALSE,FALSE,0
C12orf65,Q9H3J6,-0.578,0.000469,0.00178,FALSE,FALSE,FALSE,0
C12orf66,Q96MD2,-0.149,0.0363,0.0712,FALSE,FALSE,FALSE,0
C14orf119,Q9NWQ9,-0.0922,0.32,0.418,FALSE,FALSE,FALSE,0
C15orf39,Q6ZRI6,0.103,0.613,0.695,FALSE,FALSE,TRUE,8
C15orf40,Q8WUR7,-0.286,0.00124,0.00412,FALSE,FALSE,FALSE,0
C16orf54,Q6UWD8,0.221,0.59,0.674,FALSE,FALSE,TRUE,16
C16orf70,Q9BSU1,-0.237,0.00615,0.0162,FALSE,FALSE,FALSE,0
C16orf86,Q6ZW13,-0.00812,0.958,0.97,FALSE,FALSE,FALSE,0
C17orf75,Q9HAS0,-0.0876,0.532,0.623,FALSE,FALSE,FALSE,0
C17orf80,Q9BSJ5,-0.0421,0.624,0.704,FALSE,FALSE,FALSE,0
C18orf21,Q32NC0,-0.113,0.555,0.644,FALSE,FALSE,TRUE,8
C18orf25,Q96B23,0.113,0.214,0.305,FALSE,FALSE,FALSE,0
C18orf32,Q8TCD1,0.0451,0.621,0.701,FALSE,FALSE,FALSE,0
C19orf12,Q9NSK7,-0.509,0.00101,0.00344,FALSE,FALSE,FALSE,0
C19orf25,Q9UFG5,0.0996,0.198,0.286,FALSE,FALSE,FALSE,0
C19orf44,Q9H6X5,0.191,0.335,0.434,FALSE,FALSE,TRUE,8
C19orf47,Q8N9M1,0.324,0.00584,0.0155,FALSE,FALSE,FALSE,0
C19orf53,Q9UNZ5,0.167,0.245,0.339,FALSE,FALSE,FALSE,0
C19orf54,Q5BKX5,0.000378,0.996,0.997,FALSE,FALSE,FALSE,0
C1D,Q13901,0.409,4.83E-05,0.000257,FALSE,FALSE,FALSE,0
C1GALT1,Q9NS00,0.0189,0.912,0.936,FALSE,FALSE,FALSE,0
C1GALT1C1,Q96EU7,0.139,0.372,0.471,FALSE,FALSE,FALSE,0
C1QA,P02745,0.485,0.0766,0.132,FALSE,FALSE,FALSE,0
C1QB,P02746,0.581,0.0488,0.0906,FALSE,FALSE,FALSE,0
C1QC,P02747,0.612,0.0508,0.0937,FALSE,FALSE,FALSE,0
C1QL1,O75973,1.56,0.102,0.167,FALSE,FALSE,TRUE,16
C1QTNF3,Q9BXJ4,0.49,0.111,0.179,FALSE,FALSE,FALSE,0
C1R,P00736,0.118,0.706,0.773,FALSE,FALSE,FALSE,0
C1RL,Q9NZP8,0.25,0.296,0.394,FALSE,FALSE,FALSE,0
C1S,P09871,-0.0755,0.757,0.815,FALSE,FALSE,FALSE,0
C1orf109,Q9NX04,0.254,0.0215,0.0462,FALSE,FALSE,FALSE,0
C1orf122,Q6ZSJ8,-0.0526,0.539,0.629,FALSE,FALSE,FALSE,0
C1orf131,Q8NDD1,-0.0278,0.945,0.961,FALSE,FALSE,TRUE,8
C1orf167,Q5SNV9,-0.432,0.417,0.516,FALSE,FALSE,TRUE,16
C1orf174,Q8IYL3,0.0997,0.34,0.439,FALSE,FALSE,FALSE,0
C1orf198,Q9H425,-0.297,0.133,0.207,FALSE,FALSE,FALSE,0
C1orf21,Q9H246,-0.377,0.554,0.642,FALSE,FALSE,TRUE,16
C1orf43,Q9BWL3,-0.00208,0.982,0.987,FALSE,FALSE,FALSE,0
C1orf50,Q9BV19,0.207,0.0678,0.119,FALSE,FALSE,FALSE,0
C1orf52,Q8N6N3,0.267,0.00421,0.0117,FALSE,FALSE,FALSE,0
C2,P06681,0.0797,0.781,0.835,FALSE,FALSE,FALSE,0
C20orf194,Q5TEA3,-0.00426,0.963,0.974,FALSE,FALSE,FALSE,0
C20orf27,Q9GZN8,0.665,3.93E-06,3.14E-05,FALSE,FALSE,FALSE,0
C2CD2,Q9Y426,0.304,0.0718,0.125,FALSE,FALSE,TRUE,8
C2CD2L,O14523,-0.314,0.0191,0.0417,FALSE,FALSE,FALSE,0
C2CD4C,Q8TF44,-0.0326,0.904,0.93,FALSE,FALSE,TRUE,8
C2CD5,Q86YS7,-0.0681,0.37,0.469,FALSE,FALSE,FALSE,0
C2orf15,Q8WU43,-0.112,0.457,0.553,FALSE,FALSE,FALSE,0
C2orf49,Q9BVC5,0.037,0.534,0.626,FALSE,FALSE,FALSE,0
C2orf68,Q2NKX9,0.00576,0.957,0.969,FALSE,FALSE,FALSE,0
C2orf69,Q8N8R5,-0.263,0.00159,0.00506,FALSE,FALSE,FALSE,0
C2orf76,Q3KRA6,-0.0324,0.67,0.744,FALSE,FALSE,FALSE,0
C2orf88,Q9BSF0,-0.00442,0.972,0.979,FALSE,FALSE,FALSE,0
C3,P01024,0.0502,0.849,0.888,FALSE,FALSE,FALSE,0
C3orf33,Q6P1S2,-0.774,0.0798,0.136,FALSE,FALSE,FALSE,0
C3orf38,Q5JPI3,0.138,0.114,0.182,FALSE,FALSE,FALSE,0
C4A,P0C0L4,0.15,0.537,0.628,FALSE,FALSE,FALSE,0
C4B,P0C0L5,0.13,0.58,0.665,FALSE,FALSE,FALSE,0
C4BPA,P04003,-0.101,0.771,0.827,FALSE,FALSE,FALSE,0
C4BPB,P20851,0.0288,0.932,0.951,FALSE,FALSE,FALSE,0
C4orf19,Q8IY42,-0.264,0.13,0.203,FALSE,FALSE,FALSE,0
C4orf33,Q8N1A6,0.125,0.755,0.813,FALSE,FALSE,FALSE,0
C5,P01031,-0.456,0.161,0.242,FALSE,FALSE,FALSE,0
C5AR1,P21730,1.46,0.0472,0.0884,FALSE,FALSE,TRUE,16
C5orf22,Q49AR2,0.159,0.0997,0.164,FALSE,FALSE,FALSE,0
C5orf24,Q7Z6I8,0.16,0.0856,0.144,FALSE,FALSE,FALSE,0
C5orf51,A6NDU8,0.292,0.0022,0.00668,FALSE,FALSE,FALSE,0
C6,P13671,-0.451,0.158,0.239,FALSE,FALSE,FALSE,0
C6orf120,Q7Z4R8,-0.188,0.185,0.271,FALSE,FALSE,FALSE,0
C6orf136,Q5SQH8,-0.62,0.000247,0.00103,FALSE,FALSE,FALSE,0
C6orf47,O95873,-0.0968,0.565,0.652,FALSE,FALSE,FALSE,0
C6orf89,Q6UWU4,0.296,0.0145,0.0333,FALSE,FALSE,FALSE,0
C7orf25,Q9BPX7,-0.237,0.0132,0.0306,FALSE,FALSE,FALSE,0
C7orf26,Q96N11,0.425,0.00236,0.00709,FALSE,FALSE,FALSE,0
C8A,P07357,-0.362,0.19,0.277,FALSE,FALSE,FALSE,0
C8B,P07358,-0.337,0.222,0.313,FALSE,FALSE,FALSE,0
C8G,P07360,-0.0707,0.765,0.822,FALSE,FALSE,FALSE,0
C8orf33,Q9H7E9,0.28,0.0189,0.0414,FALSE,FALSE,FALSE,0
C8orf37,Q96NL8,0.231,0.0749,0.13,FALSE,FALSE,FALSE,0
C8orf76,Q96K31,0.203,0.138,0.214,FALSE,FALSE,TRUE,16
C8orf82,Q6P1X6,-0.667,8.25E-07,8.81E-06,FALSE,FALSE,FALSE,0
C9,P02748,-0.233,0.447,0.544,FALSE,FALSE,FALSE,0
C9orf16,Q9BUW7,-0.35,0.0828,0.141,FALSE,FALSE,FALSE,0
C9orf40,Q8IXQ3,0.621,0.00318,0.0092,FALSE,FALSE,TRUE,8
C9orf64,Q5T6V5,0.523,0.000189,0.000822,FALSE,FALSE,FALSE,0
C9orf72,Q96LT7,0.539,0.00925,0.0228,FALSE,FALSE,TRUE,16
C9orf78,Q9NZ63,-0.063,0.399,0.498,FALSE,FALSE,FALSE,0
C9orf85,Q96MD7,0.602,0.00273,0.00806,FALSE,FALSE,TRUE,8
CA1,P00915,0.942,0.0353,0.0697,FALSE,FALSE,FALSE,0
CA12,O43570,-0.597,0.000489,0.00184,FALSE,FALSE,FALSE,0
CA13,Q8N1Q1,-0.412,0.00602,0.0159,FALSE,FALSE,FALSE,0
CA2,P00918,-0.478,0.0118,0.0279,FALSE,FALSE,FALSE,0
CA3,P07451,0.552,0.156,0.236,FALSE,FALSE,FALSE,0
CA5B,Q9Y2D0,-0.401,0.00154,0.00494,FALSE,FALSE,FALSE,0
CAAP1,Q9H8G2,-0.0726,0.387,0.486,FALSE,FALSE,FALSE,0
CAB39,Q9Y376,-0.27,0.000617,0.00225,FALSE,FALSE,FALSE,0
CAB39L,Q9H9S4,-0.579,7.47E-06,5.38E-05,FALSE,FALSE,FALSE,0
CABIN1,Q9Y6J0,0.269,0.00319,0.00923,FALSE,FALSE,FALSE,0
CABLES1,Q8TDN4,-0.179,0.0949,0.157,FALSE,FALSE,FALSE,0
CABYR,O75952,0.114,0.504,0.598,FALSE,FALSE,TRUE,16
CACFD1,Q9UGQ2,-0.545,0.00504,0.0136,FALSE,FALSE,FALSE,0
CACHD1,Q5VU97,-0.0346,0.833,0.875,FALSE,FALSE,TRUE,16
CACNA2D1,P54289,-0.238,0.102,0.167,FALSE,FALSE,FALSE,0
CACNA2D2,Q9NY47,-0.458,0.191,0.278,FALSE,FALSE,TRUE,16
CACNG6,Q9BXT2,0.354,0.0804,0.137,FALSE,FALSE,TRUE,8
CACTIN,Q8WUQ7,0.124,0.189,0.275,FALSE,FALSE,FALSE,0
CACUL1,Q86Y37,0.0922,0.282,0.378,FALSE,FALSE,FALSE,0
CACYBP,Q9HB71,0.122,0.241,0.335,FALSE,FALSE,FALSE,0
CAD,P27708,0.65,3.38E-07,4.37E-06,FALSE,FALSE,FALSE,0
CADM1,Q9BY67,-0.578,0.000511,0.00192,FALSE,FALSE,FALSE,0
CADM3,Q8N126,0.89,0.209,0.299,FALSE,FALSE,TRUE,16
CADPS2,Q86UW7,-0.349,0.00706,0.0181,FALSE,FALSE,FALSE,0
CALB2,P22676,0.999,0.0845,0.143,FALSE,FALSE,TRUE,16
CALCOCO1,Q9P1Z2,0.0736,0.541,0.631,FALSE,FALSE,FALSE,0
CALCOCO2,Q13137,0.131,0.433,0.531,FALSE,FALSE,FALSE,0
CALD1,Q05682,-0.332,0.0471,0.0882,FALSE,FALSE,FALSE,0
CALHM5,Q8N5C1,-0.0748,0.677,0.75,FALSE,FALSE,FALSE,0
CALHM6,Q5R3K3,1.33,0.0603,0.108,FALSE,FALSE,TRUE,16
CALM1,P0DP23,-0.0419,0.525,0.617,FALSE,FALSE,FALSE,0
CALR,P27797,0.42,0.00668,0.0173,FALSE,FALSE,FALSE,0
CAMK1,Q14012,0.246,0.00106,0.00359,FALSE,FALSE,FALSE,0
CAMK2A,Q9UQM7,0.183,0.34,0.439,FALSE,FALSE,TRUE,16
CAMK2B,Q13554,-0.654,0.00333,0.00955,FALSE,FALSE,FALSE,0
CAMK2D,Q13557,0.0739,0.341,0.44,FALSE,FALSE,FALSE,0
CAMK2G,Q13555,-0.597,2.86E-06,2.41E-05,FALSE,FALSE,FALSE,0
CAMK2N1,Q7Z7J9,1.06,0.0775,0.133,FALSE,FALSE,TRUE,16
CAMK4,Q16566,-0.0322,0.858,0.895,FALSE,FALSE,FALSE,0
CAMKK1,Q8N5S9,0.1,0.756,0.815,FALSE,FALSE,TRUE,8
CAMKK2,Q96RR4,0.43,2.04E-05,0.000124,FALSE,FALSE,FALSE,0
CAMKMT,Q7Z624,0.193,0.22,0.311,FALSE,FALSE,TRUE,8
CAMLG,P49069,0.0919,0.374,0.473,FALSE,FALSE,FALSE,0
CAMP,P49913,0.492,0.243,0.337,FALSE,FALSE,FALSE,0
CAMSAP1,Q5T5Y3,0.407,9.39E-08,1.54E-06,FALSE,FALSE,FALSE,0
CAMSAP2,Q08AD1,0.226,0.0011,0.00371,FALSE,FALSE,FALSE,0
CAMSAP3,Q9P1Y5,-0.648,8.42E-05,0.000412,FALSE,FALSE,FALSE,0
CAND1,Q86VP6,0.133,0.0206,0.0446,FALSE,FALSE,FALSE,0
CANT1,Q8WVQ1,0.505,0.00473,0.0129,FALSE,FALSE,FALSE,0
CAP1,Q01518,0.526,2.41E-05,0.000144,FALSE,FALSE,FALSE,0
CAP2,P40123,0.169,0.252,0.347,FALSE,FALSE,FALSE,0
CAPN1,P07384,0.262,0.00116,0.00386,FALSE,FALSE,FALSE,0
CAPN10,Q9HC96,-0.0478,0.804,0.852,FALSE,FALSE,TRUE,16
CAPN15,O75808,0.511,7.78E-06,5.54E-05,FALSE,FALSE,FALSE,0
CAPN2,P17655,0.107,0.263,0.359,FALSE,FALSE,FALSE,0
CAPN6,Q9Y6Q1,0.192,0.491,0.586,FALSE,FALSE,TRUE,16
