Gene Name,Protein IDs,Tumor_vs_Normal_log2 fold change,Tumor_vs_Normal_p.val,Tumor_vs_Normal_p.adj,significant,Tumor_vs_Normal_significant,imputed,num_NAs
HBD,P02042,1,0.0268,0.0554,FALSE,FALSE,FALSE,0
HBE1,P02100,0.821,0.146,0.224,FALSE,FALSE,FALSE,0
HBG1,P69891,0.809,0.0729,0.127,FALSE,FALSE,FALSE,0
HBG2,P69892,0.591,0.23,0.322,FALSE,FALSE,FALSE,0
HBM,Q6B0K9,0.203,0.348,0.447,FALSE,FALSE,TRUE,8
HBP1,O60381,0.216,0.167,0.25,FALSE,FALSE,TRUE,8
HBQ1,P09105,0.612,0.079,0.135,FALSE,FALSE,FALSE,0
HBS1L,Q9Y450,-0.00215,0.975,0.982,FALSE,FALSE,FALSE,0
HBZ,P02008,0.746,0.0494,0.0916,FALSE,FALSE,FALSE,0
HCCS,P53701,-0.556,5.76E-06,4.32E-05,FALSE,FALSE,FALSE,0
HCFC1,P51610,0.296,0.000232,0.000979,FALSE,FALSE,FALSE,0
HCFC2,Q9Y5Z7,-0.0512,0.316,0.414,FALSE,FALSE,FALSE,0
HDAC1,Q13547,0.118,0.208,0.298,FALSE,FALSE,FALSE,0
HDAC10,Q969S8,0.526,0.00127,0.00419,FALSE,FALSE,FALSE,0
HDAC2,Q92769,0.0728,0.38,0.479,FALSE,FALSE,FALSE,0
HDAC3,O15379,0.139,0.164,0.247,FALSE,FALSE,FALSE,0
HDAC4,P56524,0.115,0.103,0.168,FALSE,FALSE,FALSE,0
HDAC5,Q9UQL6,0.122,0.133,0.208,FALSE,FALSE,FALSE,0
HDAC6,Q9UBN7,-0.585,0.000318,0.00127,FALSE,FALSE,FALSE,0
HDAC7,Q8WUI4,0.274,0.00141,0.00457,FALSE,FALSE,FALSE,0
HDAC8,Q9BY41,0.126,0.165,0.248,FALSE,FALSE,FALSE,0
HDDC2,Q7Z4H3,-0.00656,0.935,0.953,FALSE,FALSE,FALSE,0
HDDC3,Q8N4P3,-0.134,0.274,0.37,FALSE,FALSE,FALSE,0
HDGF,P51858,0.23,0.0548,0.0996,FALSE,FALSE,FALSE,0
HDGFL2,Q7Z4V5,0.0383,0.645,0.723,FALSE,FALSE,FALSE,0
HDGFL3,Q9Y3E1,-0.691,0.000309,0.00124,FALSE,FALSE,FALSE,0
HDHD2,Q9H0R4,-0.122,0.261,0.356,FALSE,FALSE,FALSE,0
HDHD5,Q9BXW7,-0.457,0.000286,0.00116,FALSE,FALSE,FALSE,0
HDLBP,Q00341,0.291,0.0364,0.0714,FALSE,FALSE,FALSE,0
HEATR1,Q9H583,0.292,0.000222,0.000943,FALSE,FALSE,FALSE,0
HEATR3,Q7Z4Q2,0.0716,0.514,0.607,FALSE,FALSE,FALSE,0
HEATR5A,Q86XA9,-0.218,0.00655,0.017,FALSE,FALSE,FALSE,0
HEATR5B,Q9P2D3,-0.218,0.0169,0.0377,FALSE,FALSE,FALSE,0
HEATR6,Q6AI08,0.212,0.0134,0.0311,FALSE,FALSE,FALSE,0
HEBP1,Q9NRV9,-0.189,0.333,0.432,FALSE,FALSE,FALSE,0
HEBP2,Q9Y5Z4,0.0928,0.371,0.47,FALSE,FALSE,FALSE,0
HECA,Q9UBI9,0.346,0.00919,0.0226,FALSE,FALSE,FALSE,0
HECTD1,Q9ULT8,0.0737,0.25,0.345,FALSE,FALSE,FALSE,0
HECTD3,Q5T447,-0.0316,0.637,0.715,FALSE,FALSE,FALSE,0
HECTD4,Q9Y4D8,-0.101,0.14,0.217,FALSE,FALSE,FALSE,0
HEG1,Q9ULI3,0.263,0.217,0.308,FALSE,FALSE,FALSE,0
HELZ,P42694,0.45,8.57E-08,1.44E-06,FALSE,FALSE,FALSE,0
HELZ2,Q9BYK8,-0.0593,0.794,0.845,FALSE,FALSE,FALSE,0
HEPH,Q9BQS7,-0.259,0.077,0.132,FALSE,FALSE,TRUE,8
HERC1,Q15751,0.0542,0.317,0.415,FALSE,FALSE,FALSE,0
HERC2,O95714,-0.17,0.0205,0.0444,FALSE,FALSE,FALSE,0
HERC3,Q15034,-0.0278,0.759,0.817,FALSE,FALSE,TRUE,8
HERC4,Q5GLZ8,-0.0785,0.253,0.348,FALSE,FALSE,FALSE,0
HERC5,Q9UII4,-0.398,0.0378,0.0737,FALSE,FALSE,FALSE,0
HERPUD1,Q15011,0.207,0.558,0.646,FALSE,FALSE,FALSE,0
HEXA,P06865,-0.498,0.00132,0.00435,FALSE,FALSE,FALSE,0
HEXB,P07686,-0.509,0.00779,0.0197,FALSE,FALSE,FALSE,0
HEXD,Q8WVB3,0.344,0.107,0.173,FALSE,FALSE,TRUE,8
HEXIM1,O94992,0.000206,0.998,0.999,FALSE,FALSE,FALSE,0
HEXIM2,Q96MH2,-0.276,0.0161,0.0363,FALSE,FALSE,FALSE,0
HGFAC,Q04756,0.0904,0.664,0.738,FALSE,FALSE,FALSE,0
HGH1,Q9BTY7,0.233,0.00207,0.00633,FALSE,FALSE,FALSE,0
HGS,O14964,-0.0237,0.685,0.756,FALSE,FALSE,FALSE,0
HGSNAT,Q68CP4,0.0504,0.733,0.795,FALSE,FALSE,TRUE,8
HHLA2,Q9UM44,0.754,0.0267,0.0554,FALSE,FALSE,FALSE,0
HIC1,Q14526,-0.298,0.13,0.203,FALSE,FALSE,FALSE,0
HID1,Q8IV36,-0.404,0.0513,0.0944,FALSE,FALSE,FALSE,0
HIF1AN,Q9NWT6,0.387,5.87E-05,0.000303,FALSE,FALSE,FALSE,0
HIKESHI,Q53FT3,0.478,0.00324,0.00935,FALSE,FALSE,FALSE,0
HINT1,P49773,0.405,0.00224,0.00678,FALSE,FALSE,FALSE,0
HINT3,Q9NQE9,-0.254,0.0185,0.0408,FALSE,FALSE,FALSE,0
HIP1,O00291,-0.259,0.0394,0.0762,FALSE,FALSE,FALSE,0
HIP1R,O75146,-0.648,3.83E-06,3.08E-05,FALSE,FALSE,FALSE,0
HIPK2,Q9H2X6,-0.0182,0.892,0.921,FALSE,FALSE,TRUE,16
HIRA,P54198,0.235,0.00272,0.00802,FALSE,FALSE,FALSE,0
HIRIP3,Q9BW71,0.278,0.00312,0.00906,FALSE,FALSE,FALSE,0
HIVEP1,P15822,0.231,0.461,0.558,FALSE,FALSE,TRUE,8
HIVEP2,P31629,-0.0158,0.942,0.958,FALSE,FALSE,TRUE,8
HIVEP3,Q5T1R4,-0.585,0.00668,0.0173,FALSE,FALSE,TRUE,16
HK1,P19367,0.17,0.206,0.296,FALSE,FALSE,FALSE,0
HKDC1,Q2TB90,-0.63,0.022,0.0471,FALSE,FALSE,FALSE,0
HLA-DPB1,P04440,0.622,0.0046,0.0126,FALSE,FALSE,FALSE,0
HLA-DRB4,P13762,0.604,0.0308,0.0621,FALSE,FALSE,FALSE,0
HLA-DRB5,Q30154,0.612,0.0711,0.124,FALSE,FALSE,FALSE,0
HLA-G,P17693,1.4,0.101,0.165,FALSE,FALSE,TRUE,16
HLCS,P50747,-0.0597,0.422,0.52,FALSE,FALSE,FALSE,0
HLTF,Q14527,-0.192,0.109,0.176,FALSE,FALSE,FALSE,0
HMBOX1,Q6NT76,-0.196,0.124,0.196,FALSE,FALSE,FALSE,0
HMBS,P08397,0.198,0.204,0.293,FALSE,FALSE,FALSE,0
HMCES,Q96FZ2,-0.347,0.00268,0.00793,FALSE,FALSE,FALSE,0
HMG20A,Q9NP66,0.279,0.000804,0.00285,FALSE,FALSE,FALSE,0
HMG20B,Q9P0W2,0.282,0.00123,0.00408,FALSE,FALSE,FALSE,0
HMGA1,P17096,-0.0157,0.939,0.956,FALSE,FALSE,FALSE,0
HMGA2,P52926,0.602,0.132,0.206,FALSE,FALSE,TRUE,16
HMGB1,P09429,0.136,0.216,0.307,FALSE,FALSE,FALSE,0
HMGB2,P26583,0.332,0.00648,0.0169,FALSE,FALSE,FALSE,0
HMGB3,O15347,-0.342,0.00897,0.0222,FALSE,FALSE,FALSE,0
HMGCR,P04035,-0.326,0.331,0.429,FALSE,FALSE,TRUE,16
HMGCS1,Q01581,-0.0987,0.214,0.304,FALSE,FALSE,FALSE,0
HMGN1,P05114,0.039,0.723,0.787,FALSE,FALSE,FALSE,0
HMGN2,P05204,0.218,0.108,0.174,FALSE,FALSE,FALSE,0
HMGN3,Q15651,0.185,0.39,0.489,FALSE,FALSE,FALSE,0
HMGN4,O00479,0.0254,0.841,0.882,FALSE,FALSE,FALSE,0
HMGN5,P82970,-0.696,0.00154,0.00492,FALSE,FALSE,FALSE,0
HMGXB3,Q12766,0.383,0.000227,0.000963,FALSE,FALSE,TRUE,8
HMGXB4,Q9UGU5,0.0298,0.694,0.763,FALSE,FALSE,FALSE,0
HMOX1,P09601,0.663,0.000259,0.00107,FALSE,FALSE,FALSE,0
HMOX2,P30519,0.129,0.386,0.484,FALSE,FALSE,FALSE,0
HNF1A,P20823,-0.186,0.522,0.614,FALSE,FALSE,FALSE,0
HNF1B,P35680,-0.138,0.288,0.386,FALSE,FALSE,FALSE,0
HNF4A,P41235,-0.394,0.0318,0.0639,FALSE,FALSE,FALSE,0
HNF4G,Q14541,-0.181,0.312,0.41,FALSE,FALSE,FALSE,0
HNMT,P50135,-0.111,0.414,0.513,FALSE,FALSE,FALSE,0
HNRNPA0,Q13151,0.153,0.111,0.178,FALSE,FALSE,FALSE,0
HNRNPA1,P09651,0.186,0.0153,0.0346,FALSE,FALSE,FALSE,0
HNRNPA1L2,Q32P51,0.209,0.239,0.332,FALSE,FALSE,FALSE,0
HNRNPA2B1,P22626,-0.103,0.0805,0.137,FALSE,FALSE,FALSE,0
HNRNPA3,P51991,0.081,0.255,0.35,FALSE,FALSE,FALSE,0
HNRNPAB,Q99729,0.353,0.000324,0.00129,FALSE,FALSE,FALSE,0
HNRNPC,P07910,0.013,0.847,0.886,FALSE,FALSE,FALSE,0
HNRNPCL3,B7ZW38,0.162,0.0325,0.065,FALSE,FALSE,FALSE,0
HNRNPD,Q14103,0.0953,0.237,0.33,FALSE,FALSE,FALSE,0
HNRNPDL,O14979,-0.0665,0.39,0.489,FALSE,FALSE,FALSE,0
HNRNPF,P52597,0.0893,0.168,0.251,FALSE,FALSE,FALSE,0
HNRNPH1,P31943,0.223,0.00752,0.0191,FALSE,FALSE,FALSE,0
HNRNPH2,P55795,-0.21,0.000451,0.00172,FALSE,FALSE,FALSE,0
HNRNPH3,P31942,0.0398,0.509,0.603,FALSE,FALSE,FALSE,0
HNRNPK,P61978,0.00822,0.903,0.929,FALSE,FALSE,FALSE,0
HNRNPL,P14866,0.0561,0.411,0.509,FALSE,FALSE,FALSE,0
HNRNPLL,Q8WVV9,-0.122,0.0512,0.0943,FALSE,FALSE,FALSE,0
HNRNPM,P52272,0.116,0.0921,0.153,FALSE,FALSE,FALSE,0
HNRNPR,O43390,0.0773,0.334,0.432,FALSE,FALSE,FALSE,0
HNRNPU,Q00839,0.0605,0.411,0.509,FALSE,FALSE,FALSE,0
HNRNPUL1,Q9BUJ2,0.126,0.136,0.212,FALSE,FALSE,FALSE,0
HNRNPUL2,Q1KMD3,0.101,0.237,0.33,FALSE,FALSE,FALSE,0
HOMER1,Q86YM7,-0.661,2.13E-06,1.88E-05,FALSE,FALSE,FALSE,0
HOMER2,Q9NSB8,-0.343,0.0986,0.162,FALSE,FALSE,FALSE,0
HOMER3,Q9NSC5,0.106,0.23,0.322,FALSE,FALSE,FALSE,0
HOMEZ,Q8IX15,-0.305,0.0955,0.158,FALSE,FALSE,FALSE,0
HOOK1,Q9UJC3,-0.105,0.542,0.632,FALSE,FALSE,FALSE,0
HOOK2,Q96ED9,-0.65,3.98E-07,4.95E-06,FALSE,FALSE,FALSE,0
HOOK3,Q86VS8,0.191,0.00813,0.0204,FALSE,FALSE,FALSE,0
HOXA10,P31260,0.282,0.0731,0.127,FALSE,FALSE,TRUE,8
HOXA5,P20719,-0.574,0.002,0.00616,FALSE,FALSE,TRUE,16
HOXB7,P09629,0.48,0.0483,0.0901,FALSE,FALSE,TRUE,8
HOXC8,P31273,0.123,0.52,0.612,FALSE,FALSE,TRUE,16
HOXD10,P28358,-0.162,0.478,0.574,FALSE,FALSE,FALSE,0
HOXD8,P13378,-0.538,0.00265,0.00784,FALSE,FALSE,FALSE,0
HOXD9,P28356,-0.116,0.588,0.672,FALSE,FALSE,FALSE,0
HP,P00738,0.359,0.41,0.509,FALSE,FALSE,FALSE,0
HP1BP3,Q5SSJ5,0.21,0.0599,0.107,FALSE,FALSE,FALSE,0
HPCAL4,Q9UM19,-0.276,0.451,0.548,FALSE,FALSE,TRUE,8
HPF1,Q9NWY4,-0.0169,0.796,0.846,FALSE,FALSE,FALSE,0
HPGDS,O60760,-0.577,0.00651,0.017,FALSE,FALSE,FALSE,0
HPN,P05981,-0.43,0.0174,0.0387,FALSE,FALSE,FALSE,0
HPR,P00739,0.39,0.231,0.323,FALSE,FALSE,FALSE,0
HPRT1,P00492,0.00225,0.981,0.986,FALSE,FALSE,FALSE,0
HPS1,Q92902,0.473,0.0129,0.0301,FALSE,FALSE,FALSE,0
HPS3,Q969F9,0.318,0.000794,0.00282,FALSE,FALSE,FALSE,0
HPS4,Q9NQG7,0.197,0.0389,0.0754,FALSE,FALSE,FALSE,0
HPS5,Q9UPZ3,0.187,0.0429,0.0817,FALSE,FALSE,FALSE,0
HPS6,Q86YV9,0.342,9.35E-06,6.47E-05,FALSE,FALSE,FALSE,0
HPX,P02790,0.0758,0.752,0.811,FALSE,FALSE,FALSE,0
HRAS,P01112,-0.405,0.000193,0.000839,FALSE,FALSE,FALSE,0
HRC,P23327,-0.431,0.0234,0.0495,FALSE,FALSE,FALSE,0
HRG,P04196,-0.164,0.465,0.561,FALSE,FALSE,FALSE,0
HS1BP3,Q53T59,0.16,0.146,0.225,FALSE,FALSE,FALSE,0
HS3ST3B1,Q9Y662,-0.648,0.00971,0.0237,FALSE,FALSE,TRUE,16
HSBP1,O75506,-0.245,0.000149,0.000672,FALSE,FALSE,FALSE,0
HSCB,Q8IWL3,-0.463,2.96E-05,0.000171,FALSE,FALSE,FALSE,0
HSD17B12,Q53GQ0,-0.575,0.00106,0.0036,FALSE,FALSE,FALSE,0
HSD17B13,Q7Z5P4,0.719,0.25,0.345,FALSE,FALSE,TRUE,8
HSD17B2,P37059,0.365,0.326,0.424,FALSE,FALSE,FALSE,0
HSD17B4,P51659,-0.435,0.00484,0.0131,FALSE,FALSE,FALSE,0
HSD17B7,P56937,0.424,0.0131,0.0305,FALSE,FALSE,FALSE,0
HSDL1,Q3SXM5,-0.208,0.0777,0.133,FALSE,FALSE,FALSE,0
HSF1,Q00613,0.209,0.029,0.0592,FALSE,FALSE,FALSE,0
HSP90AA1,P07900,-0.165,0.0317,0.0637,FALSE,FALSE,FALSE,0
HSP90AA2P,Q14568,-0.295,0.231,0.323,FALSE,FALSE,TRUE,8
HSP90AB1,P08238,0.266,0.00468,0.0128,FALSE,FALSE,FALSE,0
HSP90AB3P,Q58FF7,-0.398,0.0612,0.109,FALSE,FALSE,TRUE,8
HSP90AB4P,Q58FF6,0.074,0.658,0.734,FALSE,FALSE,TRUE,8
HSP90B1,P14625,0.589,0.000624,0.00228,FALSE,FALSE,FALSE,0
HSPA12B,Q96MM6,-0.337,0.0229,0.0487,FALSE,FALSE,FALSE,0
HSPA14,Q0VDF9,0.0413,0.558,0.646,FALSE,FALSE,FALSE,0
HSPA1A,P0DMV8,0.00405,0.959,0.971,FALSE,FALSE,FALSE,0
HSPA4,P34932,-0.147,0.0595,0.107,FALSE,FALSE,FALSE,0
HSPA4L,O95757,-0.16,0.377,0.476,FALSE,FALSE,FALSE,0
HSPA5,P11021,0.445,0.00857,0.0214,FALSE,FALSE,FALSE,0
HSPA6,P17066,-0.0128,0.899,0.926,FALSE,FALSE,FALSE,0
HSPA8,P11142,-0.057,0.379,0.478,FALSE,FALSE,FALSE,0
HSPA9,P38646,-0.521,0.000409,0.00158,FALSE,FALSE,FALSE,0
HSPB2,Q16082,0.424,0.044,0.0836,FALSE,FALSE,TRUE,8
HSPBAP1,Q96EW2,0.291,0.352,0.452,FALSE,FALSE,FALSE,0
HSPBP1,Q9NZL4,0.161,0.107,0.173,FALSE,FALSE,FALSE,0
HSPG2,P98160,-0.326,0.0151,0.0344,FALSE,FALSE,FALSE,0
HSPH1,Q92598,-0.0996,0.462,0.558,FALSE,FALSE,FALSE,0
HTATIP2,Q9BUP3,0.669,0.000724,0.00259,FALSE,FALSE,FALSE,0
HTATSF1,O43719,-0.181,0.0529,0.0969,FALSE,FALSE,FALSE,0
HTD2,P86397,-0.535,0.00059,0.00217,FALSE,FALSE,FALSE,0
HTRA1,Q92743,0.503,0.13,0.203,FALSE,FALSE,FALSE,0
HTRA2,O43464,-0.305,0.000797,0.00283,FALSE,FALSE,FALSE,0
HTRA3,P83110,1.41,0.0318,0.0638,FALSE,FALSE,TRUE,16
HTT,P42858,-0.169,0.0132,0.0306,FALSE,FALSE,FALSE,0
HUS1,O60921,0.0148,0.89,0.92,FALSE,FALSE,FALSE,0
HUWE1,Q7Z6Z7,0.00956,0.865,0.901,FALSE,FALSE,FALSE,0
HYAL2,Q12891,0.426,0.326,0.424,FALSE,FALSE,TRUE,16
HYI,Q5T013,0.445,0.00298,0.00868,FALSE,FALSE,FALSE,0
HYKK,A2RU49,-0.19,0.275,0.371,FALSE,FALSE,TRUE,16
HYOU1,Q9Y4L1,0.401,0.0102,0.0248,FALSE,FALSE,FALSE,0
HYPK,Q9NX55,0.338,1.47E-05,9.42E-05,FALSE,FALSE,FALSE,0
IAH1,Q2TAA2,0.0391,0.692,0.761,FALSE,FALSE,FALSE,0
IARS1,P41252,0.0217,0.801,0.85,FALSE,FALSE,FALSE,0
IARS2,Q9NSE4,-0.544,5.19E-06,3.96E-05,FALSE,FALSE,FALSE,0
IBA57,Q5T440,-0.652,3.89E-07,4.86E-06,FALSE,FALSE,FALSE,0
IBTK,Q9P2D0,-0.103,0.377,0.476,FALSE,FALSE,FALSE,0
ICA1,Q05084,-0.646,1.09E-06,1.10E-05,FALSE,FALSE,FALSE,0
ICA1L,Q8NDH6,0.4,0.0496,0.0918,FALSE,FALSE,TRUE,16
ICAM2,P13598,0.306,0.0989,0.163,FALSE,FALSE,FALSE,0
ICAM4,Q14773,-0.0943,0.853,0.892,FALSE,FALSE,TRUE,16
ICAM5,Q9UMF0,-0.0495,0.804,0.852,FALSE,FALSE,FALSE,0
ICE1,Q9Y2F5,-0.21,0.172,0.256,FALSE,FALSE,TRUE,8
ICE2,Q659A1,0.0552,0.59,0.674,FALSE,FALSE,FALSE,0
ICMT,O60725,-0.352,0.0104,0.0251,FALSE,FALSE,FALSE,0
ICOSLG,O75144,0.187,0.642,0.719,FALSE,FALSE,TRUE,8
IDE,P14735,0.0528,0.511,0.604,FALSE,FALSE,FALSE,0
IDH1,O75874,-0.577,0.00459,0.0126,FALSE,FALSE,FALSE,0
IDH3A,P50213,-0.586,5.72E-07,6.57E-06,FALSE,FALSE,FALSE,0
IDH3B,O43837,-0.588,3.73E-07,4.73E-06,FALSE,FALSE,FALSE,0
IDH3G,P51553,-0.475,1.25E-05,8.27E-05,FALSE,FALSE,FALSE,0
IDI1,Q13907,-0.559,2.15E-06,1.89E-05,FALSE,FALSE,FALSE,0
IDS,P22304,0.0443,0.686,0.756,FALSE,FALSE,FALSE,0
IDUA,P35475,-0.0889,0.597,0.681,FALSE,FALSE,FALSE,0
IER2,Q9BTL4,-0.553,0.319,0.417,FALSE,FALSE,TRUE,16
IER3IP1,Q9Y5U9,0.129,0.325,0.424,FALSE,FALSE,FALSE,0
IFI30,P13284,0.359,0.0584,0.105,FALSE,FALSE,FALSE,0
IFIH1,Q9BYX4,0.598,1.50E-07,2.24E-06,FALSE,FALSE,FALSE,0
IFIT1,P09914,0.382,0.0235,0.0498,FALSE,FALSE,FALSE,0
IFIT2,P09913,0.419,0.00683,0.0176,FALSE,FALSE,FALSE,0
IFIT3,O14879,0.579,0.000249,0.00104,FALSE,FALSE,FALSE,0
IFIT5,Q13325,0.292,0.0114,0.0271,FALSE,FALSE,FALSE,0
IFITM2,Q01629,0.386,0.00377,0.0107,FALSE,FALSE,TRUE,8
IFITM3,Q01628,0.615,0.000149,0.00067,FALSE,FALSE,FALSE,0
IFNGR1,P15260,0.609,2.24E-05,0.000135,FALSE,FALSE,FALSE,0
IFRD1,O00458,0.249,0.121,0.191,FALSE,FALSE,TRUE,8
IFRD2,Q12894,0.396,0.00829,0.0208,FALSE,FALSE,FALSE,0
IFT122,Q9HBG6,-0.0608,0.528,0.62,FALSE,FALSE,FALSE,0
IFT140,Q96RY7,-0.119,0.146,0.224,FALSE,FALSE,FALSE,0
IFT172,Q9UG01,-0.08,0.403,0.502,FALSE,FALSE,FALSE,0
IFT20,Q8IY31,-0.0592,0.462,0.558,FALSE,FALSE,FALSE,0
IFT22,Q9H7X7,-0.112,0.233,0.326,FALSE,FALSE,FALSE,0
IFT27,Q9BW83,0.04,0.699,0.767,FALSE,FALSE,FALSE,0
IFT43,Q96FT9,0.402,0.241,0.335,FALSE,FALSE,FALSE,0
IFT46,Q9NQC8,0.00255,0.976,0.983,FALSE,FALSE,FALSE,0
IFT52,Q9Y366,0.159,0.184,0.27,FALSE,FALSE,FALSE,0
IFT57,Q9NWB7,0.059,0.527,0.619,FALSE,FALSE,FALSE,0
IFT74,Q96LB3,-0.126,0.176,0.261,FALSE,FALSE,FALSE,0
IFT80,Q9P2H3,0.0446,0.689,0.759,FALSE,FALSE,TRUE,8
IFT81,Q8WYA0,-0.0752,0.497,0.592,FALSE,FALSE,FALSE,0
IFT88,Q13099,-0.168,0.122,0.193,FALSE,FALSE,FALSE,0
IGBP1,P78318,0.225,0.00322,0.00929,FALSE,FALSE,FALSE,0
IGF1,P05019,-0.0138,0.947,0.961,FALSE,FALSE,FALSE,0
IGF1R,P08069,-0.341,0.0178,0.0395,FALSE,FALSE,FALSE,0
IGF2,P01344,-0.439,0.00239,0.00718,FALSE,FALSE,FALSE,0
IGF2BP1,Q9NZI8,0.174,0.42,0.518,FALSE,FALSE,FALSE,0
IGF2BP2,Q9Y6M1,-0.677,0.00694,0.0179,FALSE,FALSE,FALSE,0
IGF2BP3,O00425,0.884,0.0604,0.108,FALSE,FALSE,FALSE,0
IGF2R,P11717,-0.059,0.566,0.652,FALSE,FALSE,FALSE,0
IGFALS,P35858,-0.186,0.386,0.484,FALSE,FALSE,FALSE,0
IGFBP1,P08833,-0.234,0.555,0.643,FALSE,FALSE,FALSE,0
IGFBP4,P22692,-0.402,0.0123,0.0289,FALSE,FALSE,FALSE,0
IGFBP5,P24593,-0.38,0.105,0.171,FALSE,FALSE,FALSE,0
IGFBP6,P24592,-0.626,0.0475,0.0887,FALSE,FALSE,FALSE,0
IGFBP7,Q16270,-0.00492,0.984,0.989,FALSE,FALSE,FALSE,0
IGFLR1,Q9H665,1.02,0.0451,0.0849,FALSE,FALSE,FALSE,0
IGHA1,P01876,0.189,0.609,0.691,FALSE,FALSE,FALSE,0
IGHA2,P01877,0.146,0.732,0.794,FALSE,FALSE,FALSE,0
IGHD,P01880,0.153,0.64,0.718,FALSE,FALSE,FALSE,0
IGHE,P01854,0.699,0.313,0.411,FALSE,FALSE,TRUE,16
